Local Body Code,Local Body Name,Local Body Type,"District Level
Parent Name
","Intermediate Level
Parent Name",Ward Code,"Ward
Number","Ward Name
(In English)
","Ward Name
(In Local)
"
104390,East Nalchar,Village Panchayat,Sepahijala,Nalchar,82058,1,East Nalchar I Madhya Para Madhyapara PWD Road on North Side Nalchar High School on South Side Agartala Sonamura PWD Road on West Side and Agri Firm on Easr Side,????? ???? I
104390,East Nalchar,Village Panchayat,Sepahijala,Nalchar,767031,2,East Nalchar II Panchayat Para Consisting of East Nalchar Panchayat office on North Side South Nalchar GP Border on Soiuth Side Atul Ch ECO PARK on East Side and Nalchar Mohanbhog Road on West Side,????? ???? II
104390,East Nalchar,Village Panchayat,Sepahijala,Nalchar,767032,3,East Nalchar III Baramura Para Consisting of Shil Bari to NBCC Road on North Side Baramura JB School on South Side Kalibari on West Side RPS Office on East Side,????? ???? III
104390,East Nalchar,Village Panchayat,Sepahijala,Nalchar,767033,4,East Nalchar IV Kajirdon Consisting of Cherra Nalchar Kachigang to Jagadish Das House on North Side South Nalchar GP Border on South Side Agri Firm on East Side Ongc to Sridam Nama house on West Side,????? ???? IV
104390,East Nalchar,Village Panchayat,Sepahijala,Nalchar,767034,5,East Nalchar V Schoolpara Noacherra on North Side Agri Quarter on South Side Kalibari on East Side Nalchar High School on West Side,????? ???? V
104390,East Nalchar,Village Panchayat,Sepahijala,Nalchar,767035,6,East Nalchar VI Maishanbaripara Consisting of East Nalchar Laxmandhepa Road on North Side Sluice Gate on South Side Kalibari on East Side Samatalpara AWC on West Side,????? ???? VI
104390,East Nalchar,Village Panchayat,Sepahijala,Nalchar,767036,7,East Nalchar VII Killamurapara Consisting of Tut Bagan on North Side Kachigang on South Side Nalchar Bagabasa Road to Tutbagan on East Side and Agartala Sonamura PWD Road on West Side,????? ???? VII
104374,Jumerdhapa,Village Panchayat,Sepahijala,Nalchar,116624,1,Jumerdhapa I Shil Colony and Bhowmik Para comprising of Kaliram ADC Village on North Side Muslim Para near Subash D Nath House Agartala Sonamura Road on East Side and Kumariakucha GP Border on West Side,????????? I
104374,Jumerdhapa,Village Panchayat,Sepahijala,Nalchar,767127,2,Jumerdhapa II Bidya Bashi Para and Baisnabcharan Para comprising of Bhowmik Para near Charu Blala D Nath house on North Side Jumerdhapa and Mayarani Road on South Side Jumerdhapa High School on East Side and Chowmohani GP Border on West Side,????????? II
104374,Jumerdhapa,Village Panchayat,Sepahijala,Nalchar,767128,3,Jumerdhapa III Muslim Para and Thakurpara of East Part of Bhowmikpara comprising of Shil Colony Gopimohan D Nath Agri Land on North Side House of Nepalsukla Das on South Side Ramthakurasram and Agt SNM Road and West Jumerdhapa Highschool on West Side,????????? III
104374,Jumerdhapa,Village Panchayat,Sepahijala,Nalchar,767129,4,Jumerdhapa IV Radhanath Chowdhuri Para School Para and South Part of Bazar Para comprising of Agriland on North Side Westnalchar GP Border on South Side Agartala Sonamuraroad on East Side and Chowmohani GP Border near Gopal Bhowmik house on West Side,????????? IV
104374,Jumerdhapa,Village Panchayat,Sepahijala,Nalchar,767130,5,Jumerdhapa V Harimohan Shil Tilla and North Part of East Bairagi Bazaar Para,????????? V
104374,Jumerdhapa,Village Panchayat,Sepahijala,Nalchar,767131,6,Jumerdhapa VI Manikumar Para and South Part of East Bairagi Bazarpara,????????? VI
104376,Kemtali,Village Panchayat,Sepahijala,Nalchar,116881,1,Kemtali I Baidermura I comprising of Chowmuhani GP Border on North Side Barakmura on South Side Baidermura on West Side and West Nalchar GP Border on East Side,?????? I
104376,Kemtali,Village Panchayat,Sepahijala,Nalchar,767403,2,Kemtali II Baidermura II comprising of Chowmuhani GP Border on North Side Kemtali on South Side East Durlav Narayan GP Border on West Side and Baidermura I on East Side,?????? II
104376,Kemtali,Village Panchayat,Sepahijala,Nalchar,767404,3,Kemtali III Barakmura comprising of Baidermura on North Side Rudhijala on South Side Kemtali on West Side and South Nalchar GP border on East Side,?????? III
104376,Kemtali,Village Panchayat,Sepahijala,Nalchar,767405,4,Kemtali IV Lethamura comprising of Kemtali GP on North Side Rudhijala on South Side Rajendranagar on West Side and Barakmura on East Side,?????? IV
104376,Kemtali,Village Panchayat,Sepahijala,Nalchar,767406,5,Kemtali V Kemtali comprising of Baidermura II on North Side Lethamura on South Side Rajendranagar on West Side and Barakmura on East Side,?????? V
104376,Kemtali,Village Panchayat,Sepahijala,Nalchar,767407,6,Kemtali VI Rajendranagar comprising of Kemtali GP on North Side Rudrasagar on South Side East Durlabnarayan GP Border on West Side and Lethamura on East Side,?????? VI
104377,Khas Chowmuhani,Village Panchayat,Sepahijala,Nalchar,106419,1,Khas Chowmuhani I Uttar Para comprising of Rabigopal Para on North Side Thakur Para on South Side Thakur Para on West Side and Nathuram Chowdhuri Para on East Side,??? ??????? I
104377,Khas Chowmuhani,Village Panchayat,Sepahijala,Nalchar,767495,2,Khas Chowmuhani II Nathuram Chowdhuri Para comprising of Rabigopal Para on North Side East Para on South Side North Para on West Side and Chowmohani G P border on East Side,??? ??????? II
104377,Khas Chowmuhani,Village Panchayat,Sepahijala,Nalchar,767496,3,Khas Chowmuhani III Purba Para and Madhyapara comprising of Nathuram Chowmuhani Para on North Side Ghosh Para on South Side North Para on West Side and Chowmohani G P border on East Side,??? ??????? III
104377,Khas Chowmuhani,Village Panchayat,Sepahijala,Nalchar,767497,4,Khas Chowmuhani IV Thakur Para comprising of Uttar Para on North Side East Durlovnarayan GP border on South Side Ghosh Para on West Side and West Durlovnarayan G P border on East Side,??? ??????? IV
104377,Khas Chowmuhani,Village Panchayat,Sepahijala,Nalchar,767498,5,Khas Chowmuhani V Ghosh Para comprising of East Para on North Side East Durlavnarayan GP Border on South Side Thakur Para on West Side and Kemtali G P Border on East Side,??? ??????? V
104378,Khedabari,Village Panchayat,Sepahijala,Nalchar,90620,1,Khedabari I Jolaibari comprising of Karanir Dhon on North Side PWD Road on South Side House of Jalfu Miah on West Side and House of Abul Kalam on East Side,???????? I
104378,Khedabari,Village Panchayat,Sepahijala,Nalchar,767584,2,Khedarbari II Police Para comprising of Deayer Dhon on North Side Masjid on South Side 79 Tilla on West Side and House of Muklesh Maih on East Side,???????? II
104378,Khedabari,Village Panchayat,Sepahijala,Nalchar,767585,3,Khedarbari III Paschim Para and ONGC Coloney of Purba Para comprising of House of Parimal Majumder and Kabar Khala on North Side PWD Road on South Side West Road on West and House of Monohar Bhowmik on East Side,???????? III
104378,Khedabari,Village Panchayat,Sepahijala,Nalchar,767586,4,Khedarbari IV West Part of Dakshin Para comprising of PWD Road on North Side Padmadhepa on South Paddy land on West Side and NBCC Road on East Side,???????? IV
104378,Khedabari,Village Panchayat,Sepahijala,Nalchar,767587,5,Khedarbari V East Part of Dakshin Para Comprising of House of Dulal Bhowmik on North Side House of Dinesh Majumder on South Side NBCC Road on West Side and Paddy Land on East Side,???????? V
104379,Kumariakucha,Village Panchayat,Sepahijala,Nalchar,87354,1,Kumariakucha I Bagmara Para and Shil Para comprising of Bisharamganj Taxapara PWD Road on North Side SC Colony Road on South Side Padmininagar ADC Village border on West Side and Bagmara SB School on East Side,???????????? I
104379,Kumariakucha,Village Panchayat,Sepahijala,Nalchar,767632,2,Kumariakucha II SC Colony and Khash Tilla Para comprising of Padmanagar ADC Village Border on North Side House of Nagendra Das of Khash Tilla Kali Bari on South Side East Part of Madhya Para on West Side and Kalliram ADC Village Border on East Side,???????????? II
104379,Kumariakucha,Village Panchayat,Sepahijala,Nalchar,767633,3,Kumariakucha III Madhya Para comprising of House of Sukumar Debnath on North Side House of Bhabatosh Debnath on South Side Kadamtala Para on West Side and House of Ratan Paul on East Side,???????????? III
104379,Kumariakucha,Village Panchayat,Sepahijala,Nalchar,767634,4,Kumariakucha IV Kadamtala Para and Paschim Para House of Nepal Shil of Shil Para on North Side House of Subash Das of Chowmuhani GP Border on South Side Padmininagar ADC Village of West Side and House of Sankar Debnath of Madhya Para on East Side,???????????? IV
104379,Kumariakucha,Village Panchayat,Sepahijala,Nalchar,767635,5,Kumariakucha V Manasha Bari Para and School Tilla Para comprising of House of Bimal Das on North Side House of Malu Das of Chowmuhani GP Border on South Side House of Sanjit Sen of Madhya Para on West Side and House of Raj mohan Debnath of Jumerdhapa,???????????? V
104380,Laxmandhepa,Village Panchayat,Sepahijala,Nalchar,97189,1,Laxmandhepa I Sahapara Purbabari and Benerjee Para Consisting of Nani Gopal Datta on North Side Tapan Krishna Bhatta on South Side Banerjee Para on West Side Hriday Debnath on East Side,????????? I
104380,Laxmandhepa,Village Panchayat,Sepahijala,Nalchar,767665,2,Laxmandhepa II Part of Mahantapara Comprising of Nikhil Das on North Side Bidhu Debnath on South Side Subhash Debnath on West Side and Sushil Debnath on East Side,????????? II
104380,Laxmandhepa,Village Panchayat,Sepahijala,Nalchar,767666,3,Laxmandhepa III Part of Mahantapara Muslim Para and Chaltabari Comprising of Dhirendra Debnath on North Side Bangla Shing on South Side Chintaharan on West Side and Subash Sarkar on East Side,????????? III
104380,Laxmandhepa,Village Panchayat,Sepahijala,Nalchar,767667,4,Laxmandhepa IV Part of SC Colony and Madhya Para Consisting of Benulal Das on North Side Kalinath Das on South Side Suresh Debanth on West Side and Subash Das on East Side,????????? IV
104380,Laxmandhepa,Village Panchayat,Sepahijala,Nalchar,767668,5,Laxmandhepa V Bagan Tilla and SC Colony Part Consisting of Manmohan Debanth on North Side Chandan Dey on South Side Diban Krishna Bhattacharjee on West Side and Hiralal Debanth on East Side,????????? V
104380,Laxmandhepa,Village Panchayat,Sepahijala,Nalchar,767669,6,Laxmandhepa VI Chesradhepa of South Laxmandhepa Comprising of Satindra Das on North Side Shital Banik on South Side Milk Co Operative on West Side and Ganesh Nama on East Side,????????? VI
104386,Poangbari,Village Panchayat,Sepahijala,Nalchar,99451,1,Poangbari I Poangbari Paschim Para and Poangbari Purba Para comprising of Nowachara River on North Side Paddy Land on South Side Poangbari High School on East Side and Kemtali PWD Road on West Side,???????? I
104386,Poangbari,Village Panchayat,Sepahijala,Nalchar,767732,2,Poangbari II Karaiadhepa Radhamadab Pur comprising of Paddy Land on North Side Chandighar Bador on South Side L I Office on East Side and Rudijala PWD Road on West Side,???????? II
104386,Poangbari,Village Panchayat,Sepahijala,Nalchar,767733,3,Poangbari III Karaiadhepa Purba Para comprising of Paddy Land on North Side Sonamura Agartala Road on South Side Mohanbhog on East Side and Poangbari GP on West Side,???????? III
104386,Poangbari,Village Panchayat,Sepahijala,Nalchar,767734,4,Poangbari IV Bagatsingh Collony comprising of Paddy Land on North Side Poangbari Madhyapara Road on South Side Kukrania Kalli Bari on East Side and Kariadhapa F P Shop on West Side,???????? IV
104386,Poangbari,Village Panchayat,Sepahijala,Nalchar,767735,5,Poangbari V Muslim Para of Poangbari Natun Collony Part comprising of Paddy Land on North Side Paddy Land on South Side Sonamura Agartala Road on East Side and Poangbari Sub Helth Center on West Side,???????? V
104386,Poangbari,Village Panchayat,Sepahijala,Nalchar,767736,6,Poangbari VI Part of Natun Collony Comprising of South Nalchar Barder on North Side Paddy Land on South Side Bhanur Chowmohani Agartala Sonamura Road on East Side and Poangbari Deep Tubwell on West Side,???????? VI
104391,Rajibnagar,Village Panchayat,Sepahijala,Nalchar,87806,1,Rajibnagar I Colonypara comprising of PWD Road on North Side House of Nihar Debnath on South Side Laxmandepha GP Border on West Side and PWD Road on East Side,???????? I
104391,Rajibnagar,Village Panchayat,Sepahijala,Nalchar,767769,2,Rajibnagar II Mohanbhog Madhya Para comprising of House of Sukumar Debnath on North Side Rajibnagar to Bagabasa Brick Solling Road on South Side and Laxmandepha GP Border on West Side and Cherra on East Side,???????? II
104391,Rajibnagar,Village Panchayat,Sepahijala,Nalchar,767770,3,Rajibnagar III Mohanbhogpara comprising of House of Manindra Sarkar on North Side Bagabasa GP Border on South Side House of Harekrishna Das on West Side and Cherra on East Side,???????? III
104391,Rajibnagar,Village Panchayat,Sepahijala,Nalchar,767771,4,Rajibnagar IV Daspara comprising of House of Nitai Das on North Side House of Krishna Kanta Das on South Side PWD road on West Side and East Bagabasa GP Border on East Side,???????? IV
104391,Rajibnagar,Village Panchayat,Sepahijala,Nalchar,767772,5,Rajibnagar V Schoolpara comprising of House of Jatindra Pal on North Side House of Shibu Dey on South Side Cherra on West Side and Karayamura GP Border on East Side,???????? V
104392,Rangamati,Village Panchayat,Sepahijala,Nalchar,108665,1,Rangamati I Beripara Comprising of Sultan Miah Lake on North Side Gomati rever on South Side Panchayat Office on East Side and House of Jalil Miah on West Side,?????????? I
104392,Rangamati,Village Panchayat,Sepahijala,Nalchar,767802,2,Rangamati II Uttar Para Comprising of Sashibhusan Sarkar Land on North Side North Para Maszid on South Side Haradhan Das Tilla Land on East Side and Khedabari Ground on West Side,?????????? II
104392,Rangamati,Village Panchayat,Sepahijala,Nalchar,767803,3,Rangamati III Madhya Para Comprising of North Para Maszid on North Side Rangamati HS School on South Side Rangamati Madrasa on East Side and Sultan Miah Lake on West Side,?????????? III
104392,Rangamati,Village Panchayat,Sepahijala,Nalchar,767804,4,Rangamati IV Mura Bari Comprising of House of Nazir Ahamed on North Side Motaher Hossen Land on South Side Motaher Hossen Land on East Side and Nurul Islam Land on West Side,?????????? IV
104392,Rangamati,Village Panchayat,Sepahijala,Nalchar,767805,5,Rangamati V Bholamura Comprising of House of Nurul Haque on North Side Sonamura Agt PWD Road on South Side Switch Gate on East Side and Bardowal road on West Side,?????????? V
104394,Shibnagar,Village Panchayat,Sepahijala,Nalchar,80588,1,Shibnagar I Sarkarpara Bhumihin Colony and Madhyapara,?????? I
104394,Shibnagar,Village Panchayat,Sepahijala,Nalchar,767844,2,Shibnagar II Part of 79 Tilla Bazar Tilla and Nath Para Consisting of Taxpara GP on North Brick Field on South PWD Road on East and Indrakumar Para ADC Village on West Side,?????? II
104394,Shibnagar,Village Panchayat,Sepahijala,Nalchar,767845,3,Shibnagar III Part of 79 Tilla Munshi Tilla and Bazar Tilla Consisting of Taxpara GP on North and East Side Marzid on South and PWD Road on West Side,?????? III
104394,Shibnagar,Village Panchayat,Sepahijala,Nalchar,767846,4,Shibnagar IV Bagiya Tilla Goswami Para Gocha Hari Para Madhya Para and Deb Nagar Consisting on JB School on South Side Marzid on North Taxpara GP East and PWD Road on West Side,?????? IV
104394,Shibnagar,Village Panchayat,Sepahijala,Nalchar,767847,5,Shibnagar V Maisan Para Consisting of JB Schhol on North West Durlavnarayan GP Border on South Taxpara GP on East PWD Road on West Side,?????? V
104370,South Nalchar,Village Panchayat,Sepahijala,Nalchar,94064,1,South Nalchar I North Para Consisting of NBCC Road on North and South Side Kemtali GP Border on West Side and Laskar Bari on East Side,?????? ???? I
104370,South Nalchar,Village Panchayat,Sepahijala,Nalchar,767898,2,South Nalchar II Nayapara Consisting of Gita Debnath House on North Side Shital Das on South Side Santosh Das on West and Ashutosh Das on East Side,?????? ???? II
104370,South Nalchar,Village Panchayat,Sepahijala,Nalchar,767899,3,South Nalchar III West Para Consisting of NBCC Road on North Side Poangbari GP Border on South Side Kemtali GP Border on West Side and PWD Road East Side,?????? ???? III
104370,South Nalchar,Village Panchayat,Sepahijala,Nalchar,767900,4,South Nalchar IV Madhya Para Consisting of NBCC Road on North and East Side RPS Road on South Side PWD Road on West Side,?????? ???? IV
104370,South Nalchar,Village Panchayat,Sepahijala,Nalchar,767901,5,South Nalchar V Bagiamura Para Consisting of RPS Road on North Poangbari GP Border on South PWD Road on West and Anandapur VC Border on East Side,?????? ???? V
104370,South Nalchar,Village Panchayat,Sepahijala,Nalchar,767902,6,South Nalchar VI Kukrania Para and Barmurapara Consisting of East Nalchar GP Border on North Anandapur VC Border on South NBCC Road on West Anandapur VC Border on East Side,?????? ???? VI
104395,Taijiling,Village Panchayat,Sepahijala,Nalchar,94037,1,Taijiling I Baria Para and SC Colony Consisting of Padmininagar ADC Village on North MAdhyapara and South East Para on South Rangamia Border on West Side Kumariakucha border on East Side,???????? I
104395,Taijiling,Village Panchayat,Sepahijala,Nalchar,767958,2,Taijiling II Madhya Para and Bazar Tilla Consisting of Barai Para Border on North Side South Para on South Side WEst Para Border on West SC Colony East Side,???????? II
104395,Taijiling,Village Panchayat,Sepahijala,Nalchar,767959,3,Taijiling III West Para Consisting of Rangmala border on North Side West Para border on South Side Taksapara Gram on West Side and Madhyapara Border on East Side,???????? III
104395,Taijiling,Village Panchayat,Sepahijala,Nalchar,767960,4,Taijiling IV South Para Consisting of SC Colony Border on North Side Khas Chowmuhani Border on South Side South Border on West Side Chowmuhani Gram on East Side,???????? IV
